gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000081677.2	Mdk-ps1	processed_pseudogene	chr11	102436528	102436848	+	7	2	5	2	3	1.4150374992788437	0.5849625007211562	Q1_clip_high_te_up
ENSMUSG00000081678.2	Gm12959	processed_pseudogene	chr4	119410853	119411255	-	4	1	1	7	16	-1.0995356735509143	-1.0874628412503393	Q3_clip_low_te_down
ENSMUSG00000081683.6	Fzd10	protein_coding	chr5	128677908	128681157	+	151	136	293	145	249	-0.15903668529957615	0.32568053609376796	other
ENSMUSG00000081684.5	Rps2-ps13	processed_pseudogene	chrX	51987465	51988346	+	11	1	1	2	6	1.485426827170242	-1.222392421336448	Q4_clip_high_te_down
ENSMUSG00000081691.2	Gm11965	processed_pseudogene	chr11	5628356	5628632	-	17	10	9	3	1	2.807354922057604	0.8624964762500651	Q1_clip_high_te_up
ENSMUSG00000081696.3	Gm12717	processed_pseudogene	chr4	103798156	103799138	+	6	0	0	10	5	-0.05771549785628733	0.874469117916141	other
ENSMUSG00000081700.2	Atp5k-ps2	processed_pseudogene	chr2	173826275	173826484	-	0	2	1	0	7	-1.9475325801058645	-3.584962500721156	Q3_clip_low_te_down
ENSMUSG00000081703.2	Gm6285	processed_pseudogene	chrX	103991391	103991888	+	20	4	6	9	19	0.7078192485066896	-0.5145731728297583	Q4_clip_high_te_down
ENSMUSG00000081706.2	Gm7927	processed_pseudogene	chrX	54891119	54891998	-	1	0	2	3	7	-1.3625700793847082	0.5849625007211562	Q2_clip_low_te_up
ENSMUSG00000081712.2	Gm12096	processed_pseudogene	chr11	30478295	30479401	+	22	1	1	4	4	2.4240262825060985	0.0	other
ENSMUSG00000081715.2	Rps11-ps3	processed_pseudogene	chr4	10946608	10947093	+	16	70	38	26	27	-0.4715044509378723	-0.9168123205365695	other
ENSMUSG00000081718.2	Gm8261	processed_pseudogene	chrX	145382747	145383954	-	23	16	7	62	78	-1.3423921974470778	-1.4139636659275256	Q3_clip_low_te_down
ENSMUSG00000081721.4	Gm13882	processed_pseudogene	chr2	104121919	104122920	+	0	3	0	7	8	-2.8650704199138914	-2.1699250014423126	Q3_clip_low_te_down
ENSMUSG00000081729.2	Hspa9-ps1	processed_pseudogene	chrX	59620552	59622484	-	299	32	13	36	46	3.0588936890535687	-1.582174683349537	Q4_clip_high_te_down
ENSMUSG00000081731.2	Calr-ps	processed_pseudogene	chr2	140797685	140798169	-	21	27	31	13	17	0.6818240399737453	-0.16992500144231246	other
ENSMUSG00000081732.2	Gm15495	processed_pseudogene	chr7	25141577	25142888	-	52	7	2	8	15	2.3064566861249225	-2.2451124978365313	Q4_clip_high_te_down
ENSMUSG00000081733.2	Gm12852	processed_pseudogene	chr4	98991297	98992015	-	26	5	1	7	6	2.070389327891398	-1.3923174227787605	Q4_clip_high_te_down
ENSMUSG00000081739.4	Mdm4-ps	processed_pseudogene	chrX	127162160	127168673	+	52	8	9	65	49	0.09233188077207528	0.5525410230287788	other
ENSMUSG00000081740.4	Gm14279	processed_pseudogene	chr2	157363617	157363948	-	8	4	4	2	1	2.070389327891398	0.5849625007211562	Q1_clip_high_te_up
ENSMUSG00000081748.2	Gm14870	processed_pseudogene	chrX	107937102	107937257	+	70	10	12	24	28	1.6172520386776617	0.026883294150947618	other
ENSMUSG00000081750.4	Gm4995	processed_pseudogene	chrX	141316435	141316866	-	0	4	2	5	2	-1.9475325801058645	0.2630344058337938	other
ENSMUSG00000081751.2	Gm14251	processed_pseudogene	chr2	156164322	156164600	+	0	4	3	2	5	-1.9475325801058645	-1.3219280948873624	Q3_clip_low_te_down
ENSMUSG00000081752.4	Sms-ps	processed_pseudogene	chrX	61819191	61820291	-	86	11	13	9	20	2.711139606798301	-0.84799690655495	Q4_clip_high_te_down
ENSMUSG00000081763.2	Gm9435	processed_pseudogene	chrX	14821337	14822213	-	94	7	2	3	12	3.7047851884170564	-3.115477217419936	Q4_clip_high_te_down
ENSMUSG00000081766.4	2210409E12Rik	transcribed_processed_pseudogene	chr11	88863483	88863828	+	9	2	3	0	17	0.29639300278022485	-3.7548875021634687	other
ENSMUSG00000081768.3	Gm12755	unprocessed_pseudogene	chr7	33697437	33705886	+	203	8	2	1	4	6.087462841250339	-2.9068905956085187	Q4_clip_high_te_down
ENSMUSG00000081769.10	Gm12216	protein_coding	chr11	53674244	53750082	-	0	16	12	1	9	-2.3625700793847084	-2.7089512179966095	Q3_clip_low_te_down
ENSMUSG00000081770.2	Rbpj-ps1	processed_pseudogene	chr4	49350522	49351527	+	10	3	1	4	7	0.9813843218326531	-1.6780719051126376	Q4_clip_high_te_down
ENSMUSG00000081773.2	Gm8302	processed_pseudogene	chr18	38904549	38905400	-	3	6	2	7	5	-0.5849625007211563	-0.8073549220576042	Q3_clip_low_te_down
ENSMUSG00000081775.2	Gm12420	processed_pseudogene	chr4	84616100	84617147	+	20	8	18	2	2	3.0297473433940523	1.078002512001273	Q1_clip_high_te_up
ENSMUSG00000081783.3	Gm15599	processed_pseudogene	chr17	5161041	5162385	-	93	8	3	4	13	3.5290537595705	-2.655351828612554	Q4_clip_high_te_down
ENSMUSG00000081788.3	Gm5898	processed_pseudogene	chr7	63192227	63194297	+	48	2	0	14	13	1.9791212703240841	-1.485426827170242	Q4_clip_high_te_down
ENSMUSG00000081789.2	Gm11893	processed_pseudogene	chr4	25541791	25542281	-	53	8	2	3	3	3.9772799234999163	-1.5849625007211563	Q4_clip_high_te_down
ENSMUSG00000081792.5	Anp32b-ps1	processed_pseudogene	chr4	143116229	143116986	+	164	14	1	32	19	2.8607941810190645	-2.184424571137427	Q4_clip_high_te_down
ENSMUSG00000081797.2	Gm8662	processed_pseudogene	chrX	157031793	157032366	+	57	3	5	9	16	2.3254859143005517	-0.18057224564182092	other
ENSMUSG00000081810.2	Gm11878	processed_pseudogene	chr4	22519628	22520027	+	9	5	1	3	3	1.5443205162238105	-1.5849625007211563	Q4_clip_high_te_down
ENSMUSG00000081816.2	Gm15528	processed_pseudogene	chr13	76077584	76078447	-	15	3	1	3	4	2.0524674198941355	-1.3219280948873622	Q4_clip_high_te_down
ENSMUSG00000081824.6	Ndufs5-ps	processed_pseudogene	chr16	42775994	42776312	+	58	135	141	27	67	0.5200729699771331	-1.2178236409383925	Q4_clip_high_te_down
ENSMUSG00000081833.2	Gm13669	processed_pseudogene	chr2	75638702	75639158	+	0	7	11	0	3	-1.0995356735509143	-1.415037499278844	Q3_clip_low_te_down
ENSMUSG00000081841.2	Gm13444	processed_pseudogene	chr2	35373396	35373917	-	11	3	1	4	14	0.4854268271702419	-2.584962500721156	other
ENSMUSG00000081843.2	Gm7851	processed_pseudogene	chrX	51871571	51871893	-	17	4	3	7	1	2.070389327891398	1.6780719051126378	Q1_clip_high_te_up
ENSMUSG00000081851.2	Gm13323	processed_pseudogene	chr2	17801645	17802795	-	1	1	1	0	11	-1.478047296804644	-3.584962500721156	Q3_clip_low_te_down
ENSMUSG00000081859.4	Olfr650-ps1	polymorphic_pseudogene	chr7	103852644	103857072	+	7	2	1	5	6	0.521952703195356	-0.8073549220576042	Q4_clip_high_te_down
ENSMUSG00000081861.2	Gm14441	processed_pseudogene	chr2	22803305	22803844	-	9	1	0	2	13	0.45685767497347113	-3.222392421336448	other
ENSMUSG00000081865.2	Gm15484	processed_pseudogene	chr5	110265888	110266715	-	129	19	4	31	17	2.600904044590178	-1.1699250014423124	Q4_clip_high_te_down
ENSMUSG00000081871.2	Gm11488	processed_pseudogene	chr4	73415852	73416714	-	24	4	2	18	14	0.7787857698608334	-0.395928676331139	Q4_clip_high_te_down
ENSMUSG00000081883.3	Gm15574	processed_pseudogene	chr3	32934160	32934757	-	3	17	13	0	3	0.9004643264490858	-2.3625700793847084	Q4_clip_high_te_down
ENSMUSG00000081885.2	Gm13231	processed_pseudogene	chr4	145367927	145370969	+	32	0	1	10	4	2.2667865406949015	2.137503523749935	Q1_clip_high_te_up
ENSMUSG00000081887.2	Gm12097	processed_pseudogene	chr11	30522791	30524454	-	131	4	8	4	2	5.266786540694901	1.584962500721156	Q1_clip_high_te_up
ENSMUSG00000081888.2	Spcs2-ps	unprocessed_pseudogene	chr2	129220191	129221316	-	122	4	14	5	3	4.842978831788326	2.169925001442312	Q1_clip_high_te_up
ENSMUSG00000081892.3	Gm8864	processed_pseudogene	chrX	87615657	87616666	-	0	3	3	14	9	-3.4214637684382767	0.5849625007211562	Q2_clip_low_te_up
ENSMUSG00000081894.2	Gm14212	processed_pseudogene	chr2	126706423	126707248	+	8	0	0	5	10	0.30485458152842093	-0.8744691179161409	other
ENSMUSG00000081895.4	Rpl17-ps10	processed_pseudogene	chr7	72298505	72299059	-	13	4	1	16	41	-0.8528957059677892	-2.6267826764157833	Q3_clip_low_te_down
ENSMUSG00000081896.2	Gm5389	processed_pseudogene	chrX	56705092	56706267	+	56	12	7	11	32	1.563429339171515	-2.159871336778389	Q4_clip_high_te_down
ENSMUSG00000081905.2	Gm11370	processed_pseudogene	chr13	30915760	30916019	+	17	0	0	2	8	1.8073549220576042	-1.5849625007211563	Q4_clip_high_te_down
ENSMUSG00000081906.4	Rpl9-ps1	processed_pseudogene	chr11	83535872	83536447	-	20	2	1	9	8	1.366782330671623	-0.43295940727610627	Q4_clip_high_te_down
ENSMUSG00000081913.2	Gm11803	processed_pseudogene	chr4	6507941	6508384	-	7	3	3	5	2	1.0524674198941355	1.0	Q1_clip_high_te_up
ENSMUSG00000081924.2	Gm11191	processed_pseudogene	chr11	77637867	77638867	+	2	5	3	4	10	-1.1926450779423958	-1.722466024471091	Q3_clip_low_te_down
ENSMUSG00000081926.2	Gm15536	processed_pseudogene	chr10	6988661	6988774	+	4	10	16	9	11	-0.915111102413487	0.3649968167792483	Q2_clip_low_te_up
ENSMUSG00000081929.2	Rps11-ps2	processed_pseudogene	chr11	116273576	116274031	+	69	148	184	18	26	1.8281134822244016	-0.19474704866573245	other
ENSMUSG00000081932.2	Gm12331	processed_pseudogene	chr11	73968345	73968966	-	0	3	1	3	4	-1.9475325801058645	-1.3219280948873622	Q3_clip_low_te_down
ENSMUSG00000081944.2	Gm12276	processed_pseudogene	chr11	62222247	62222547	+	8	0	0	18	15	-0.7369655941662062	0.2479275134435855	other
ENSMUSG00000081945.5	Olfr607	protein_coding	chr7	103104733	103113358	-	36	0	0	20	35	0.5989557728006563	-0.777607578663552	Q4_clip_high_te_down
ENSMUSG00000081948.5	Olfr1191-ps1	protein_coding	chr2	88470886	88478782	+	17	0	0	5	7	1.5849625007211563	-0.4150374992788438	Q4_clip_high_te_down
ENSMUSG00000081953.2	Gm12435	processed_pseudogene	chr4	48344215	48345230	-	35	2	1	4	6	2.807354922057604	-1.070389327891398	Q4_clip_high_te_down
ENSMUSG00000081957.6	Ak3l2-ps	processed_pseudogene	chr2	72464280	72464951	+	0	12	10	12	7	-3.1699250014423126	0.45943161863729726	Q2_clip_low_te_up
ENSMUSG00000081965.2	Gm11620	processed_pseudogene	chr11	105055602	105057446	-	17	7	10	31	26	-0.49032562658308076	0.7045441164738286	other
ENSMUSG00000081967.2	Gm14017	processed_pseudogene	chr2	121311610	121311995	+	1	24	27	6	5	-1.478047296804644	0.3858911536193273	Q2_clip_low_te_up
ENSMUSG00000081974.4	Gm11960	transcribed_processed_pseudogene	chr11	4511780	4514637	+	21	12	2	22	34	-0.1761569551538269	-2.7211982783078894	other
ENSMUSG00000081975.2	Gm12482	processed_pseudogene	chr4	52821488	52822117	+	31	9	8	6	9	2.1349295800861086	-0.6665762662748083	Q4_clip_high_te_down
ENSMUSG00000081979.2	Rps8-ps3	processed_pseudogene	chr6	52095222	52095871	+	51	0	0	4	17	2.3992701834205272	-1.8479969065549502	Q4_clip_high_te_down
ENSMUSG00000081984.4	Dnajb3	protein_coding	chr1	88132454	88133504	-	14	10	7	6	6	1.3219280948873624	-0.4594316186372972	Q4_clip_high_te_down
ENSMUSG00000081992.2	Gm13408	processed_pseudogene	chr2	34455011	34455808	+	42	18	7	20	43	0.6262893630100914	-2.3150417093021227	Q4_clip_high_te_down
ENSMUSG00000081998.2	Gm13245	processed_pseudogene	chr4	146565124	146565383	+	11	0	0	2	10	1.0	-1.8744691179161408	Q4_clip_high_te_down
ENSMUSG00000081999.4	Gm13461	processed_pseudogene	chr2	41877485	41878841	-	814	50	29	32	26	4.98615807484637	-0.47602812916799214	Q4_clip_high_te_down
ENSMUSG00000082012.2	Gm5257	processed_pseudogene	chr1	75613034	75613823	+	9	2	1	1	11	0.7369655941662062	-3.1699250014423126	Q4_clip_high_te_down
ENSMUSG00000082013.2	Gm13216	processed_pseudogene	chr2	5608382	5608972	+	26	4	5	23	9	0.8898170822495771	1.5260688116675876	Q1_clip_high_te_up
ENSMUSG00000082016.4	Pgam1-ps2	processed_pseudogene	chr7	27169196	27169960	-	30	120	72	24	50	-0.07133878172026226	-1.757607830591348	other
ENSMUSG00000082017.2	Gm11229	processed_pseudogene	chr4	71204179	71204615	+	6	1	0	15	1	-0.14017765804826027	2.0	other
ENSMUSG00000082023.4	Gm14407	processed_pseudogene	chr2	176777149	176777595	-	8	5	2	7	13	-0.06711419585853674	-1.8073549220576042	other
ENSMUSG00000082028.2	Gm1826	processed_pseudogene	chr2	87223827	87224988	+	14	18	10	2	13	1.0418201756946273	-3.010888316142736	Q4_clip_high_te_down
ENSMUSG00000082029.2	H3f3c	processed_pseudogene	chr2	119496107	119496517	-	0	7	3	0	3	-1.0995356735509143	-3.0	Q3_clip_low_te_down
ENSMUSG00000082035.2	Rpl17-ps8	processed_pseudogene	chrX	95528465	95529085	+	0	0	0	11	8	-3.1699250014423126	0.41503749927884376	Q2_clip_low_te_up
ENSMUSG00000082039.3	Gm15653	processed_pseudogene	chr5	73633790	73634696	-	59	3	3	15	8	2.485426827170242	0.8300749985576875	Q1_clip_high_te_up
ENSMUSG00000082043.2	Gm12848	processed_pseudogene	chr4	115509586	115510677	+	7	6	6	0	8	0.9004643264490858	-3.169925001442312	Q4_clip_high_te_down
ENSMUSG00000082044.2	Snrpert	processed_pseudogene	chr2	131164008	131164286	-	282	61	27	105	83	1.7971950558373824	-0.8112383565448323	Q4_clip_high_te_down
ENSMUSG00000082052.2	Ywhaq-ps2	processed_pseudogene	chr5	114966634	114967276	-	28	6	3	4	4	2.758445321576658	-0.807354922057604	Q4_clip_high_te_down
ENSMUSG00000082054.2	Psmb6-ps	processed_pseudogene	chrX	7816395	7817107	-	31	7	2	6	9	2.1349295800861086	-1.929610672108602	Q4_clip_high_te_down
ENSMUSG00000082061.2	Gm12726	processed_pseudogene	chr4	105435537	105436137	+	34	9	6	3	19	1.7667129375602582	-2.8365012677171206	Q4_clip_high_te_down
ENSMUSG00000082062.2	Ftl2-ps	processed_pseudogene	chr4	125398081	125398632	+	138	8	3	496	908	-2.11604738501258	-2.0409594440741334	Q3_clip_low_te_down
ENSMUSG00000082064.4	Rpl5-ps2	processed_pseudogene	chr2	154545729	154546619	+	402	2	2	15	34	4.20460310789292	-1.1292830169449666	Q4_clip_high_te_down
ENSMUSG00000082066.2	Gm13904	processed_pseudogene	chr2	106841283	106842119	+	24	35	31	24	26	0.16580889297008047	-0.2809563138310562	other
ENSMUSG00000082076.2	Gm8659	processed_pseudogene	chrX	156933092	156934175	+	27	6	4	11	30	0.6034825886919544	-1.854660636835961	Q4_clip_high_te_down
ENSMUSG00000082080.4	Gm9246	processed_pseudogene	chr7	40984808	40988297	+	1	2	2	7	4	-1.478047296804644	0.6780719051126375	Q2_clip_low_te_up
ENSMUSG00000082082.2	Gm13230	transcribed_unprocessed_pseudogene	chr4	145173310	145177458	+	357	23	18	202	95	1.4822065244025995	0.7433384291864493	Q1_clip_high_te_up
ENSMUSG00000082095.2	Gm11991	processed_pseudogene	chr11	8834223	8835296	-	1727	201	67	416	401	2.299560281858908	-1.5178967592357202	Q4_clip_high_te_down
ENSMUSG00000082099.2	Gm12013	processed_pseudogene	chr11	17045490	17045644	-	3	2	3	17	29	-2.3625700793847084	-0.3219280948873623	Q3_clip_low_te_down
ENSMUSG00000082100.2	Glns-ps1	processed_pseudogene	chr11	19670355	19671472	+	36	7	1	20	15	1.222392421336448	-1.6076825772212398	Q4_clip_high_te_down
ENSMUSG00000082107.2	Gm16216	processed_pseudogene	chr19	24267080	24268190	+	2084	250	60	433	377	2.582888172483298	-1.841497408164479	Q4_clip_high_te_down
ENSMUSG00000082108.4	Gm13777	processed_pseudogene	chr2	90861123	90861467	-	38	4	8	6	18	1.8073549220576042	-0.5925756848310315	Q4_clip_high_te_down
ENSMUSG00000082109.2	Rpl19-ps12	processed_pseudogene	chrX	5983276	5983866	+	5	7	3	6	9	-0.2801079191927352	-1.514573172829758	other
ENSMUSG00000082117.2	Gm4994	processed_pseudogene	chrX	130748636	130750822	-	0	2	0	1	8	-2.237039197300849	-3.7548875021634687	Q3_clip_low_te_down
ENSMUSG00000082118.2	Gm13862	processed_pseudogene	chr6	34787566	34787762	-	1	6	2	0	5	-0.5849625007211563	-3.807354922057604	Q3_clip_low_te_down
ENSMUSG00000082120.2	Gm15720	processed_pseudogene	chr6	146364824	146365105	-	100	3	2	8	29	2.5952016852259945	-2.1520030934450496	Q4_clip_high_te_down
ENSMUSG00000082121.2	Gm8199	processed_pseudogene	chrX	143015755	143016577	-	775	255	154	508	917	0.343535644047812	-1.574704092063875	other
ENSMUSG00000082128.2	Gm11824	processed_pseudogene	chr4	14170066	14170911	+	0	0	0	5	5	-2.3625700793847084	0.0	other
ENSMUSG00000082140.2	Gm13094	processed_pseudogene	chr4	150312492	150312900	+	8	0	0	5	9	0.3923174227787603	-0.736965594166206	other
ENSMUSG00000082145.2	Gm12312	processed_pseudogene	chr11	70248964	70249607	+	6	6	5	18	16	-1.1401776580482603	-0.061927749143201614	other
ENSMUSG00000082148.2	Gm12266	processed_pseudogene	chr11	60234071	60235032	+	5	2	6	0	10	0.22239242133644802	-2.237039197300849	other
ENSMUSG00000082151.4	Gm11810	processed_pseudogene	chr4	8456166	8456498	-	5	5	3	7	1	0.4854268271702419	1.4150374992788437	other
ENSMUSG00000082163.3	Gm14276	processed_pseudogene	chr2	156836093	156836812	-	1	1	1	31	48	-4.117457581548177	-0.6147098441152083	Q3_clip_low_te_down
ENSMUSG00000082165.2	Gm7091	processed_pseudogene	chrX	139722687	139723272	-	2	5	1	3	11	-1.1926450779423958	-3.1699250014423126	Q3_clip_low_te_down
ENSMUSG00000082169.2	Gm12369	processed_pseudogene	chr4	36003238	36004179	-	32	7	7	0	0	5.266786540694901	0.0	other
ENSMUSG00000082171.2	Rpl27-ps2	processed_pseudogene	chr11	101830327	101830725	+	20	1	1	12	8	1.155278225477911	0.5305147166987796	Q1_clip_high_te_up
ENSMUSG00000082177.3	Gm16005	processed_pseudogene	chr17	27741547	27741818	+	25	4	2	5	5	2.3378696387563838	-0.7369655941662062	Q4_clip_high_te_down
ENSMUSG00000082178.2	Gm11307	processed_pseudogene	chr13	22859830	22861139	+	49	2	1	3	5	3.5443205162238103	-1.1699250014423124	Q4_clip_high_te_down
ENSMUSG00000082179.2	Gm11407	processed_pseudogene	chr4	79920568	79921625	+	19	4	5	54	42	-1.0703893278913978	0.6181293646563554	Q2_clip_low_te_up
ENSMUSG00000082180.2	Gm12230	processed_pseudogene	chr11	54838261	54838714	+	299	4	7	3	8	5.750771393691236	-0.4918530963296749	Q4_clip_high_te_down
ENSMUSG00000082185.2	Gm12428	processed_pseudogene	chr3	98728354	98729080	+	11	3	2	4	14	0.4854268271702419	-2.0	other
ENSMUSG00000082186.3	Gm12403	processed_pseudogene	chr4	41168646	41169604	+	0	0	0	10	16	-3.584962500721156	-0.6280312226130423	Q3_clip_low_te_down
ENSMUSG00000082189.2	Gm4784	processed_pseudogene	chrX	108432350	108435771	-	457	7	4	25	37	4.061596209433392	-1.2255597004151313	Q4_clip_high_te_down
ENSMUSG00000082192.3	Gm14719	processed_pseudogene	chrX	48749837	48750176	+	0	9	7	0	3	-1.0995356735509143	-2.321928094887362	Q3_clip_low_te_down
ENSMUSG00000082193.2	Rpl5-ps1	processed_pseudogene	chr1	14935296	14936189	+	14	9	6	17	11	0.22239242133644802	0.070389327891398	other
ENSMUSG00000082194.4	Gm12444	processed_pseudogene	chr4	46243014	46243890	-	21	17	14	18	14	0.594361198723406	0.07800251200127316	other
ENSMUSG00000082195.4	Gm13034	processed_pseudogene	chr4	146004322	146007498	+	26	1	3	9	8	1.7293524100563311	1.1520030934450498	Q1_clip_high_te_up
ENSMUSG00000082196.4	Gm14231	processed_pseudogene	chr2	156631732	156632323	-	49	3	2	5	5	3.2812861103900164	-0.4150374992788438	Q4_clip_high_te_down
ENSMUSG00000082198.2	Gm14504	processed_pseudogene	chrX	8788725	8790221	-	31	3	4	5	8	2.3155018257279294	-0.2630344058337938	other
ENSMUSG00000082204.3	Gm7722	unprocessed_pseudogene	chrX	45624732	45625502	-	0	2	0	3	9	-2.584962500721156	-2.9068905956085187	Q3_clip_low_te_down
ENSMUSG00000082217.2	Gm1401	processed_pseudogene	chr6	33224263	33225034	-	0	2	0	16	2	-3.099535673550914	0.9175378398080268	Q2_clip_low_te_up
ENSMUSG00000082220.4	Gm12943	processed_pseudogene	chr4	127035072	127035281	-	1	2	6	2	11	-1.6844981742720706	-0.777607578663552	Q3_clip_low_te_down
ENSMUSG00000082225.2	Gm13728	processed_pseudogene	chr2	87109259	87109658	+	3	0	0	10	1	-0.47804729680464403	2.4594316186372973	other
ENSMUSG00000082229.2	Nap1l2	protein_coding	chrX	102227782	102230246	-	32	7	5	25	21	0.6818240399737453	-0.1740293997750491	other
ENSMUSG00000082233.3	Gm6506	processed_pseudogene	chr15	77327489	77328620	-	25	3	0	10	5	1.8353692982272005	-1.125530882083859	Q4_clip_high_te_down
ENSMUSG00000082235.4	Gm13326	processed_pseudogene	chr2	16983632	16984642	-	2	2	0	2	7	-0.6520766965796931	-3.0	Q3_clip_low_te_down
ENSMUSG00000082246.2	Gm13047	processed_pseudogene	chr4	140812175	140812989	+	12	2	0	8	7	0.8353692982272006	-1.415037499278844	Q4_clip_high_te_down
ENSMUSG00000082247.2	Gm16074	processed_pseudogene	chr10	3942371	3942814	+	5	1	1	3	7	0.22239242133644802	-1.0	other
ENSMUSG00000082250.2	Gm12181	processed_pseudogene	chr11	48486106	48486636	+	0	12	17	5	8	-2.6844981742720706	-0.1154772174199359	other
ENSMUSG00000082253.4	Gm14639	processed_pseudogene	chrX	55200888	55201753	-	16	2	0	4	9	1.4029646669782687	-2.584962500721156	Q4_clip_high_te_down
ENSMUSG00000082254.2	Gm11922	processed_pseudogene	chr4	31380472	31380946	+	7	3	0	9	1	0.6374299206152918	0.32192809488736235	Q1_clip_high_te_up
ENSMUSG00000082262.2	Gm14730	processed_pseudogene	chrX	70240733	70241777	+	18	1	0	6	8	1.4703199347800335	-1.3625700793847082	Q4_clip_high_te_down
ENSMUSG00000082264.2	Gm12799	processed_pseudogene	chr4	101903765	101906324	-	7	1	0	5	5	0.6374299206152918	-1.0	Q4_clip_high_te_down
ENSMUSG00000082265.2	Gm15547	processed_pseudogene	chr5	121668626	121668958	-	0	1	2	4	8	-2.584962500721156	-0.26303440583379395	other
ENSMUSG00000082272.2	Gm11675	processed_pseudogene	chr11	111166926	111167757	+	31	46	22	9	18	1.3644114262088758	-1.9570263141768478	Q4_clip_high_te_down
ENSMUSG00000082274.2	Gm14026	processed_pseudogene	chr2	129010620	129012408	+	41	4	5	6	5	2.914270125974116	0.48542682717024166	Q1_clip_high_te_up
ENSMUSG00000082277.3	Gm15807	processed_pseudogene	chr16	13855598	13856725	-	24	3	6	0	2	3.8662486111111725	-0.777607578663552	Q4_clip_high_te_down
ENSMUSG00000082279.2	Gm12870	processed_pseudogene	chr4	107184681	107185696	-	17	10	2	9	19	0.4854268271702419	-2.8744691179161412	other
ENSMUSG00000082281.2	Gm4886	processed_pseudogene	chr7	103622766	103626314	-	7	4	2	13	1	0.22239242133644802	2.070389327891398	other
ENSMUSG00000082283.2	Gm14472	processed_pseudogene	chr2	153255769	153256050	+	4	5	6	0	1	1.9593580155026542	-0.777607578663552	Q4_clip_high_te_down
ENSMUSG00000082286.12	Pisd-ps1	transcribed_unprocessed_pseudogene	chr11	3075904	3081004	+	41	58	68	432	565	-3.34963102367721	-0.16055362068882945	other
ENSMUSG00000082292.4	Gm12250	processed_pseudogene	chr11	58078565	58079838	+	40	8	2	7	12	2.187627003175771	-2.2854022188622483	Q4_clip_high_te_down
ENSMUSG00000082296.2	Gm11450	processed_pseudogene	chr2	162647510	162647842	+	23	1	2	3	6	2.347923303420307	-0.22239242133644802	other
ENSMUSG00000082305.5	Gm2420	transcribed_unprocessed_pseudogene	chr5	32877674	32893538	+	13	0	0	10	4	1.0297473433940523	1.1375035237499351	Q1_clip_high_te_up
ENSMUSG00000082307.4	Gm13418	processed_pseudogene	chr2	24384080	24385023	+	52	2	1	9	6	2.8628500346493078	-0.07038932789139803	other
ENSMUSG00000082308.2	Gm15770	processed_pseudogene	chr5	142838371	142838954	-	5	6	2	10	5	-0.2801079191927352	-0.34792330342030686	other
ENSMUSG00000082309.4	Gm12123	processed_pseudogene	chr11	35214026	35214497	-	7	2	2	1	8	0.7629608026991507	-2.1699250014423126	Q4_clip_high_te_down
ENSMUSG00000082313.2	Gm11701	processed_pseudogene	chr2	144206047	144207547	-	5	0	1	5	17	-0.777607578663552	-0.5849625007211563	Q3_clip_low_te_down
ENSMUSG00000082315.3	Gm16523	transcribed_processed_pseudogene	chr2	39047498	39052247	-	34	20	17	16	13	1.3974791278945393	0.057715497856287434	other
ENSMUSG00000082317.3	Gm14933	processed_pseudogene	chrX	95402310	95403287	-	30	5	7	4	8	2.3692338096657193	-0.43295940727610627	Q4_clip_high_te_down
ENSMUSG00000082319.4	Actr3-ps	processed_pseudogene	chrX	80863990	80866336	-	247	9	10	39	46	2.733645235874595	-0.09515723304034009	other
ENSMUSG00000082321.4	Gm14253	processed_pseudogene	chr2	156189122	156189760	-	9	1	1	3	10	0.6374299206152918	-1.4594316186372973	Q4_clip_high_te_down
ENSMUSG00000082322.3	Gm9164	processed_pseudogene	chrX	102931205	102932218	-	0	4	4	17	18	-3.9870609442925016	-0.07800251200127321	other
ENSMUSG00000082325.2	Gm12642	processed_pseudogene	chr4	93153650	93154525	-	21	3	0	6	1	2.511899038531433	-0.19264507794239588	other
ENSMUSG00000082330.2	Ldha-ps	processed_pseudogene	chr2	59964399	59965393	+	13	19	8	16	54	-1.1401776580482603	-2.84589996571937	Q3_clip_low_te_down
ENSMUSG00000082345.2	Gm13622	processed_pseudogene	chr2	69567701	69568133	-	126	5	7	3	8	4.510637389967522	-0.7548875021634687	Q4_clip_high_te_down
ENSMUSG00000082348.2	Gm12807	processed_pseudogene	chr4	110369968	110370929	-	5	0	0	6	7	-0.09953567355091422	-0.19264507794239588	other
ENSMUSG00000082352.2	Gm13228	processed_pseudogene	chr4	145301098	145301731	+	124	3	3	50	14	2.1437825866400817	1.765534746362977	Q1_clip_high_te_up
ENSMUSG00000082362.2	Gm5187	processed_pseudogene	chr12	107171335	107172325	-	0	2	1	4	3	-1.9475325801058645	-0.2630344058337938	other
ENSMUSG00000082365.3	Btf3-ps11	transcribed_processed_pseudogene	chr5	118625032	118641565	+	2	4	1	9	2	-0.8930847960834878	0.41503749927884376	Q2_clip_low_te_up
ENSMUSG00000082367.2	Gm12363	processed_pseudogene	chr4	34842985	34843652	+	0	0	0	11	4	-2.8650704199138914	1.2630344058337941	Q2_clip_low_te_up
ENSMUSG00000082376.2	Gm14442	unprocessed_pseudogene	chr2	175069969	175073084	-	0	0	0	5	6	-2.478047296804644	-0.22239242133644802	other
